Rank,Количество,Последовательность
1738,29,начинают
1739,29,обсужда
1740,29,оказалас
1741,29,орал
1742,29,орган
1743,29,ох
1744,29,позвонит
1745,29,поток
1746,29,пройт
1747,29,пыталс
1748,29,режим
1749,29,сесс
1750,29,след
1751,29,собачк
1752,29,событ
1753,29,солнечн
1754,29,сорок
1755,29,спал
1756,29,справ
1757,29,станет
1758,29,стул
1759,29,стыдн
1760,29,сша
1761,29,требован
1762,29,трех
1763,29,установил
1764,29,ходят
1765,29,цивилизац
1766,29,шаг
1767,29,яблок
1768,28,14
1769,28,23
1770,28,s
1771,28,авт
1772,28,аккумулятор
1773,28,бассейн
1774,28,берет
1775,28,благодар
1776,28,бож
1777,28,внешн
1778,28,гулят
1779,28,елен
1780,28,зарядк
1781,28,изменен
1782,28,изображен
1783,28,касс
1784,28,конкретн
1785,28,кормит
1786,28,костыл
1787,28,кошач
1788,28,крыс
1789,28,лежал
1790,28,ложк
1791,28,менят
1792,28,необходим
1793,28,никуд
1794,28,нит
1795,28,парковк
1796,28,подвал
1797,28,помидор
1798,28,помощью
1799,28,приход
1800,28,производств
1801,28,простит
1802,28,резюм
1803,28,сан
1804,28,слаб
1805,28,сниз
1806,28,собираетс
1807,28,считат
1808,28,уважаем
1809,28,упаковк
1810,28,урок
1811,28,уход
1812,28,учительниц
1813,28,футбол
1814,28,хож
1815,28,частн
1816,28,ютуб
1817,27,17
1818,27,200
1819,27,4pda
1820,27,ccc
1821,27,безопасност
1822,27,берег
1823,27,верхн
1824,27,внимательн
1825,27,днем
1826,27,дров
1827,27,едем
1828,27,закончил
1829,27,зря
1830,27,иван
1831,27,конфет
1832,27,корабл
1833,27,космическ
1834,27,ку
1835,27,лагер
1836,27,мощн
1837,27,мух
1838,27,наук
1839,27,област
1840,27,овощ
1841,27,пен
1842,27,печен
1843,27,поменят
1844,27,просыпаюс
1845,27,развит
1846,27,реж
1847,27,решит
1848,27,сантехник
1849,27,светл
1850,27,серьёзн
1851,27,сиськ
1852,27,слышн
1853,27,сов
1854,27,соответствен
1855,27,стоил
1856,27,сходил
1857,27,шанс
1858,27,шум
1859,26,alex
1860,26,бесед
1861,26,борщ
1862,26,борьб
1863,26,будуще
1864,26,бутерброд
1865,26,веб
1866,26,вел
1867,26,враг
1868,26,встретил
1869,26,высот
1870,26,держит
1871,26,дырк
1872,26,евген
1873,26,желез
1874,26,забыт
1875,26,заменит
1876,26,захотел
1877,26,здоровен
1878,26,знакомств
1879,26,знан
1880,26,значен
1881,26,имет
1882,26,искрен
1883,26,искусств
1884,26,источник
1885,26,крепк
1886,26,куплю
1887,26,лайк
1888,26,литр
1889,26,монстр
1890,26,моё
1891,26,напоминает
1892,26,наташ
1893,26,невест
1894,26,нежн
1895,26,нифиг
1896,26,обув
1897,26,огород
1898,26,онлайн
1899,26,переезд
1900,26,пешк
1901,26,пицц
1902,26,площадк
1903,26,подумат
1904,26,пользоватьс
1905,26,помогает
1906,26,попробоват
1907,26,почтов
1908,26,прикол
1909,26,приходилос
1910,26,птиц
1911,26,руб
1912,26,рынк
1913,26,сисадмин
1914,26,скоростью
1915,26,слез
1916,26,собран
1917,26,сол
1918,26,сплю
1919,26,спрашивал
1920,26,столов
1921,26,существует
1922,26,считаю
1923,26,т.е.
1924,26,терминатор
1925,26,торт
1926,26,тп
1927,26,удовольств
1928,26,указан
1929,26,устал
1930,26,учитьс
1931,26,ха
1932,26,херн
1933,26,хх
1934,26,цитат
1935,26,шла
1936,25,13
1937,25,60
1938,25,of
1939,25,анализ
1940,25,ближ
1941,25,воврем
1942,25,вокзал
1943,25,вспомнит
1944,25,вызов
1945,25,г
1946,25,газет
1947,25,доставк
1948,25,думат
1949,25,ими
1950,25,кадр
1951,25,капуст
1952,25,коп
1953,25,круч
1954,25,макарон
1955,25,малыш
1956,25,марс
1957,25,музыкальн
1958,25,называт
1959,25,нашёл
1960,25,незнаком
1961,25,неловк
1962,25,новогодн
1963,25,оплат
1964,25,осознал
1965,25,оставит
1966,25,повесил
1967,25,показывал
1968,25,показыват
1969,25,полос
1970,25,помогл
1971,25,порядок
1972,25,посред
1973,25,провайдер
1974,25,проход
1975,25,пыл
1976,25,рассказ
1977,25,растут
1978,25,рекламн
1979,25,ржал
1980,25,рож
1981,25,рыж
1982,25,сдач
1983,25,сервис
1984,25,симпатичн
1985,25,системн
1986,25,склад
1987,25,см
1988,25,сна
1989,25,стад
1990,25,тарелк
1991,25,тестировщик
1992,25,тигр
1993,25,травм
1994,25,увидет
1995,25,успех
1996,25,хирург
1997,25,хозяйк
1998,25,чест
1999,25,шашлык
2000,25,шрифт
2001,25,эффект
2002,24,22
2003,24,google
2004,24,бабульк
2005,24,бегает
2006,24,беременност
2007,24,вредн
2008,24,вчерашн
2009,24,выбрал
2010,24,выросл
2011,24,ген
2012,24,генератор
2013,24,гениальн
2014,24,деревян
2015,24,дипл
2016,24,дор
2017,24,жар
2018,24,живот
2019,24,жирн
2020,24,жител
2021,24,заявил
2022,24,звер
2023,24,зимн
2024,24,истерик
2025,24,кабел
2026,24,казалос
2027,24,капитан
2028,24,карточк
2029,24,колен
2030,24,конкурс
2031,24,кругл
2032,24,ламп
2033,24,лег
2034,24,легч
2035,24,ленив
2036,24,лестниц
2037,24,маг
2038,24,мелоч
2039,24,металл
2040,24,мин
2041,24,миш
2042,24,надежд
2043,24,ниж
2044,24,объяснят
2045,24,окружающ
2046,24,остр
2047,24,отправит
2048,24,официальн
2049,24,пациент
2050,24,песню
2051,24,поверхност
2052,24,покупал
2053,24,положит
2054,24,порог
2055,24,пофиг
2056,24,практик
2057,24,преподавател
2058,24,принес
2059,24,провест
2060,24,профессиональн
2061,24,работа
2062,24,реакц
2063,24,резинов
2064,24,сетк
2065,24,сиден
2066,24,слух
2067,24,сперв
2068,24,спорт
2069,24,стойк
2070,24,строит
2071,24,сцук
2072,24,считают
2073,24,тещ
2074,24,трав
2075,24,традиц
2076,24,уборк
2077,24,угол
2078,24,цифр
2079,24,шлем
2080,24,электричеств
2081,24,яндекс
2082,23,300
2083,23,70
2084,23,apple
2085,23,v
2086,23,американск
2087,23,андроид
2088,23,батарейк
2089,23,бег
2090,23,бедн
2091,23,блюд
2092,23,взрыв
2093,23,вовс
2094,23,воз
2095,23,возмущен
2096,23,выйдет
2097,23,выпил
2098,23,выпит
2099,23,гвозд
2100,23,дает
2101,23,дар
2102,23,девушек
2103,23,дмитр
2104,23,дополнительн
2105,23,доск
2106,23,ежедневн
2107,23,ем
2108,23,жалоб
2109,23,завел
2110,23,занимаетс
2111,23,записк
2112,23,заставит
2113,23,застрял
2114,23,иль
2115,23,ищет
2116,23,камен
2117,23,командировк
2118,23,комплимент
2119,23,концерт
2120,23,коров
2121,23,корпоративн
2122,23,крив
2123,23,куст
2124,23,лин
2125,23,маршрут
2126,23,мертв
2127,23,назначен
2128,23,налич
2129,23,наполовин
2130,23,натал
2131,23,натуральн
2132,23,нижн
2133,23,низк
2134,23,новеньк
2135,23,отличаетс
2136,23,палец
2137,23,паник
2138,23,поговорит
2139,23,поездк
2140,23,пожил
2141,23,получен
2142,23,попаст
2143,23,постел
2144,23,прежн
2145,23,принесл
2146,23,приходят
2147,23,проверк
2148,23,продолжает
2149,23,радост
2150,23,рак
2151,23,раковин
2152,23,ролик
2153,23,свидан
2154,23,сволоч
2155,23,символ
2156,23,сломан
2157,23,смен
2158,23,собираюс
2159,23,согласн
2160,23,ссср
2161,23,т.п.
2162,23,тапк
2163,23,тормоз
2164,23,требует
2165,23,тридцат
2166,23,тёпл
2167,23,удален
2168,23,удар
2169,23,успешн
2170,23,феврал
2171,23,хватил
2172,23,хим
2173,23,художник
2174,23,цех
2175,23,чая
2176,23,читает
2177,23,шапк
2178,23,школьник
2179,23,электрик
2180,23,эх
2181,22,21
2182,22,35
2183,22,microsoft
2184,22,аду
2185,22,асфальт
2186,22,блок
2187,22,брал
2188,22,бросил
2189,22,ваз
2190,22,вернут
2191,22,вест
2192,22,гитар
2193,22,датчик
2194,22,держат
2195,22,дяденьк
2196,22,зависит
2197,22,задолбал
2198,22,заканчиваетс
2199,22,зелён
2200,22,зоопарк
2201,22,игор
2202,22,идем
2203,22,километр
2204,22,клетк
2205,22,кое
2206,22,козл
2207,22,кошек
2208,22,кричат
2209,22,линейк
2210,22,лис
2211,22,любил
2212,22,многодетн
2213,22,молодост
2214,22,морск
2215,22,моём
2216,22,надписью
2217,22,намн
2218,22,началс
2219,22,оборудован
2220,22,обучен
2221,22,общатьс
2222,22,огон
2223,22,означает
2224,22,орат
2225,22,отсюд
2226,22,отчет
2227,22,офисн
2228,22,пахнет
2229,22,перевод
2230,22,переводчик
2231,22,пистолет
2232,22,плакат
2233,22,пластиков
2234,22,поведен
2235,22,подружк
2236,22,подушк
2237,22,поз
2238,22,поменял
2239,22,поможет
2240,22,престол
2241,22,приличн
2242,22,продавщиц
2243,22,прохож
2244,22,процедур
2245,22,пыталас
2246,22,пью
2247,22,руководств
2248,22,рыбалк
2249,22,садитс
2250,22,самостоятельн
2251,22,сдела
2252,22,северн
2253,22,сидящ
2254,22,сильне
2255,22,сказан
2256,22,скидк
2257,22,собират
2258,22,спирт
2259,22,сран
2260,22,столб
2261,22,строк
2262,22,студенческ
2263,22,сугроб
2264,22,судьб
2265,22,существ
2266,22,таксист
2267,22,убежал
2268,22,увид
2269,22,укол
2270,22,умееш
2271,22,умерл
2272,22,учебник
2273,22,учит
2274,22,учитыв
2275,22,хозяйств
2276,22,шуб
2277,22,ядр
2278,22,январ
2279,22,ясн
2280,21,2015
2281,21,2016
2282,21,90
2283,21,linux
2284,21,qqq
2285,21,алекс
2286,21,аппарат
2287,21,баннер
2288,21,бесконечн
2289,21,бесполезн
2290,21,блондинк
2291,21,боитс
2292,21,бородат
2293,21,варен
2294,21,видат
2295,21,владельц
2296,21,возвращаетс
2297,21,возьм
2298,21,волк
2299,21,глав
2300,21,дайт
2301,21,дают
2302,21,дверью
2303,21,дела
2304,21,енот
2305,21,жалуетс
2306,21,женат
2307,21,забрат
2308,21,зависимост
2309,21,заголовок
2310,21,заказал
2311,21,замечаю
2312,21,замок
2313,21,занятьс
2314,21,заране
2315,21,искусствен
2316,21,истин
2317,21,карл
2318,21,категор
2319,21,каш
2320,21,кинотеатр
2321,21,клав
2322,21,классическ
2323,21,котлет
2324,21,крокодил
2325,21,лад
2326,21,лент
2327,21,логичн
2328,21,мед
2329,21,мешает
2330,21,модн
2331,21,найден
2332,21,нервн
2333,21,несчастн
2334,21,обещал
2335,21,обсуждают
2336,21,общаг
2337,21,окончан
2338,21,оруж
2339,21,ос
2340,21,осталас
2341,21,отел
2342,21,оттенк
2343,21,пет
2344,21,пирог
2345,21,побежал
2346,21,полицейск
2347,21,получат
2348,21,помим
2349,21,пон
2350,21,понимают
